Colaborador,Suggestion ID,Productora,Correction ID,Product ID,Ver PDP,Dominio,Sección,Acción,Atributo,Valor actual,Valor sugerido,URL imagen sugerida,Decision esperada,Decision respondida,Coincide decision,Código esperado,Código respondido,Coincide código,Comentario colaborador,Fecha de accionado,SCRIPT,COLAB,Comentario,TL auditor
MASEINHA,Netkel-ANN,Netkel,367063493,MLA51763639,https://www.mercadolibre.com.ar/p/MLA51763639,NOTEBOOKS,image,ADD,,,,https://drive.google.com/file/d/1jCmdHCcISoPEpMSAv9rd0PwzW9eZilRK/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:47:03,,,,
MASEINHA,Netkel-ANN,Netkel,367063494,MLA51763639,https://www.mercadolibre.com.ar/p/MLA51763639,NOTEBOOKS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_860266-MLA86533096940_062025-F.jpg,RECHAZO,APROBACION,NO,E-ICN,,NO,,15/05/2026 10:47:03,NOT OK,OK,La imagen tiene marca de agua de vendedor,ext_lopmatia
MASEINHA,Netkel-ANN,Netkel,367063495,MLA51763639,https://www.mercadolibre.com.ar/p/MLA51763639,NOTEBOOKS,title,UPDATE,,HP Ultra Core 7 155h Gamer 32 GB de RAM 1 TB Ssd Screen 15.6 Táctil FHD 1920 px X 1080 px Intel Graphics Incluye Windows 11 Laptop 15-fd1023 With Gift,"HP Ultra Core 7 155h Gamer 32 GB de RAM 1 TB SSD Pantalla 15.6 Táctil FHD 1920x1080 Intel Graphics Incluye Windows 11 Laptop 15-fd1023 With Gift. Producto nuevo, sellado, sin uso.",,RECHAZO,RECHAZO,SÍ,E-DP,E-DP,SÍ,,15/05/2026 10:47:04,,,,
MASEINHA,Netkel-ANN,Netkel,989516567,MLA51763639,https://www.mercadolibre.com.ar/p/MLA51763639,NOTEBOOKS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_932391-MLA93874277266_102025-F.jpg,RECHAZO,RECHAZO,SÍ,E-IMGI,E-IMGI,SÍ,,15/05/2026 10:47:04,,,,
HERNFLOR,Netkel-ARZ,Netkel,796899673,MLA44472214,https://www.mercadolibre.com.ar/p/MLA44472214,BED_SHEETS,image,ADD,,,,https://drive.google.com/file/d/17qYZmBqXKJRYJ69ccE8_9u8gQW-1hKs8/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:47:07,,,,
HERNFLOR,Netkel-ARZ,Netkel,796899674,MLA44472214,https://www.mercadolibre.com.ar/p/MLA44472214,BED_SHEETS,attribute,UPDATE,FLAT_SHEET_WIDTH,150 cm,Jurassic IV,,RECHAZO,RECHAZO,SÍ,E-COH,E-COH,SÍ,,15/05/2026 10:47:07,,,,
FRANCOF,Netkel-AZO,Netkel,273331369,MLA43781054,https://www.mercadolibre.com.ar/p/MLA43781054,MARKERS_AND_HIGHLIGHTERS,image,ADD,,,,https://http2.mlstatic.com/D_812405-MLA85309902375_052025-O.jpg,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:47:41,,,,
FRANCOF,Netkel-AZO,Netkel,273331370,MLA43781054,https://www.mercadolibre.com.ar/p/MLA43781054,MARKERS_AND_HIGHLIGHTERS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_840633-MLA99634241596_122025-F.jpg,https://http2.mlstatic.com/D_812405-MLA85309902375_052025-O.jpg | https://http2.mlstatic.com/D_NQ_NP_840633-MLA99634241596_122025-F.jpg,,RECHAZO,APROBACION,NO,E-FI,,NO,,15/05/2026 10:47:41,NOT OK,OK,"No se encuentran motivos para no aprobar el cambio de portda, se ve el producto correctamente",ext_lopmatia
FRANCOF,Netkel-AZO,Netkel,273331371,MLA43781054,https://www.mercadolibre.com.ar/p/MLA43781054,MARKERS_AND_HIGHLIGHTERS,image,ADD,,,,https://http2.mlstatic.com/D_NQ_NP_840633-MLA99634241596_122025-F.jpg,RECHAZO,APROBACION,NO,E-IPDP,,NO,,15/05/2026 10:47:41,OK,NOT OK,,ext_lopmatia
FRANCOF,Netkel-AZO,Netkel,273331372,MLA43781054,https://www.mercadolibre.com.ar/p/MLA43781054,MARKERS_AND_HIGHLIGHTERS,title,UPDATE,,Tinta Recarga Trabi Azul Marcador Pizarra Alcohol 6 Unidades,"Tinta Recarga Trabi Azul Marcador Pizarra Alcohol 6 Unidades. Producto nuevo, sellado, sin uso.",,RECHAZO,RECHAZO,SÍ,E-DP,E-DP,SÍ,,15/05/2026 10:47:41,,,,
FRANCOF,Netkel-AZO,Netkel,273331373,MLA43781054,https://www.mercadolibre.com.ar/p/MLA43781054,MARKERS_AND_HIGHLIGHTERS,description,UPDATE,,"Descubre la versatilidad de la 'Tinta Trabi Para Marcador De Pizarra X6 Unidades', ideal para darle vida a tus presentaciones y clases. Este set incluye 6 tintas de colores a elección, perfectas para resaltar tus ideas en pizarras laminadas. Cada tinta está diseñada con un cuerpo de plástico duradero, garantizando una fácil manipulación y almacenamiento. Su tipo de tinta a base de alcohol asegura un secado rápido y un trazo limpio, con un grosor de 1 cm que se adapta a tus necesidades. Aunque no es lavable ni a prueba de agua, su calidad y rendimiento hacen de este producto una elección confiable. La marca Trabi, reconocida por su compromiso con la calidad, te ofrece un modelo de recarga que se ajusta a tus marcadores de pizarra, asegurando que siempre estés listo para escribir. ¡Haz que tus ideas brillen con Trabi!","Descubre la versatilidad de la 'Tinta Trabi Para Marcador De Pizarra X6 Unidades', ideal para darle vida a tus presentaciones y clases. Este set incluye 6 tintas de colores a elección, perfectas para resaltar tus ideas en pizarras laminadas. Cada tinta está diseñada con un cuerpo de plástico duradero, garantizando una fácil manipulación y almacenamiento. Su tipo de tinta a base de alcohol asegura un secado rápido y un trazo limpio, con un grosor de 1 cm que se adapta a tus necesidades. Además, viene presentada en frasco para un uso práctico. Aunque no es lavable ni a prueba de agua, su calidad y rendimiento hacen de este producto una elección confiable. La marca Trabi, reconocida por su compromiso con la calidad, te ofrece un modelo de recarga que se ajusta a tus marcadores de pizarra, asegurando que siempre estés listo para escribir. ¡Haz que tus ideas brillen con Trabi!",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:47:42,,,,
FRANCOF,Netkel-AZO,Netkel,273331374,MLA43781054,https://www.mercadolibre.com.ar/p/MLA43781054,MARKERS_AND_HIGHLIGHTERS,main_features,ADD,,,Presentación: frasco,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:47:42,,,,
FRANCOF,Netkel-AZO,Netkel,814384358,MLA43781054,https://www.mercadolibre.com.ar/p/MLA43781054,MARKERS_AND_HIGHLIGHTERS,main_features,ADD,,,"Disponible en colores: violeta, negro, rojo, amarillo y celeste",,RECHAZO,RECHAZO,SÍ,E-MUL,E-MUL,SÍ,,15/05/2026 10:47:42,,,,
DAMERCUR,Netkel-BEZ,Netkel,367301847,MLA36838663,https://www.mercadolibre.com.ar/p/MLA36838663,PRINTER_INKS,image,ADD,,,,https://drive.google.com/file/d/1Yf6-pjRfuJ7PTWq-wK1z-5L9p_JrjLfy/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:47:47,,,,
DAMERCUR,Netkel-BEZ,Netkel,367301848,MLA36838663,https://www.mercadolibre.com.ar/p/MLA36838663,PRINTER_INKS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_636521-MLU76896093179_062024-F.jpg,RECHAZO,APROBACION,NO,E-ICN,,NO,,15/05/2026 10:47:47,OK,NOT OK,,ext_cecignol
,,,,,,,,,,,,,,,,,,,,,,,,
DAMERCUR,Netkel-BEZ,Netkel,631078885,MLA36838663,https://www.mercadolibre.com.ar/p/MLA36838663,PRINTER_INKS,main_features,ADD,,,"Disponible en Negro, Cian, Cian claro, Magenta claro y Amarillo",,RECHAZO,RECHAZO,SÍ,E-MUL,E-MUL,SÍ,,15/05/2026 10:47:47,,,,
TOVULCAN,Netkel-BBF,Netkel,427692510,MLA67545019,https://www.mercadolibre.com.ar/p/MLA67545019,TOY_BUILDING_SETS,title,UPDATE,,Juego De Bloques Magnéticos Para Armar Educativo Didáctico 42,Juego De Bloques Magnéticos Para Armar Educativo Didáctico 42 CASA PERFECTA Game Stick 42 Piezas,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:48:19,,,,
TOVULCAN,Netkel-BBF,Netkel,427692511,MLA67545019,https://www.mercadolibre.com.ar/p/MLA67545019,TOY_BUILDING_SETS,description,UPDATE,,"Con CASA PERFECTA podrás dejar volar tu imaginación con las creaciones más divertidas y llenas de magia. Aprenderás jugando, explorarás tu lado creativo y pondrás en práctica tus habilidades motoras y de memoria. ¿Estás listo para convertirte en un arquitecto de tus propias aventuras?

Versatilidad en las piezas
Cada una de las piezas contiene componentes magnéticos que permiten desafiar la gravedad. Gracias a su adherencia con imanes disfrutarás de múltiples combinaciones, infinitas posibilidades a la hora de jugar y además, unirás cada bloque a otro con mayor versatilidad.

Fácil traslado y guardado
Su presentación en caja, permite que lleves tu set a todos lados de manera cómoda y práctica. Es útil no solo para transportarlo, sino además para guardarlo de forma sencilla en cualquier lugar de tu casa.

Uso bajo supervisión
Se recomienda su uso a partir de los 3 años. Por favor supervisar a niños y niñas pequeñas para evitar accidentes.","Con CASA PERFECTA podrás dejar volar tu imaginación con las creaciones más divertidas y llenas de magia. Aprenderás jugando, explorarás tu lado creativo y pondrás en práctica tus habilidades motoras y de memoria. ¿Estás listo para convertirte en un arquitecto de tus propias aventuras?

Versatilidad en las piezas
Cada una de las piezas contiene componentes magnéticos que permiten desafiar la gravedad. Gracias a su adherencia con imanes disfrutarás de múltiples combinaciones, infinitas posibilidades a la hora de jugar y además, unirás cada bloque a otro con mayor versatilidad.

Fácil traslado y guardado
Su presentación en caja, permite que lleves tu set a todos lados de manera cómoda y práctica. Es útil no solo para transportarlo, sino además para guardarlo de forma sencilla en cualquier lugar de tu casa.

Uso bajo supervisión
Se recomienda su uso a partir de los 3 años y hasta los 8 años. Por favor supervisar a niños y niñas pequeñas para evitar accidentes.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:48:19,,,,
TOVULCAN,Netkel-BBF,Netkel,427692512,MLA67545019,https://www.mercadolibre.com.ar/p/MLA67545019,TOY_BUILDING_SETS,main_features,ADD,,,Edad recomendada: hasta 8 años,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:48:19,,,,
ELGRAMUG,Netkel-ATY,Netkel,805910729,MLA23351700,https://www.mercadolibre.com.ar/p/MLA23351700,POOL_CHLORINE,description,UPDATE,,"Cloro Granulado Instantáneo 10Kg Nataclor

Cloro sólido de disolución rápida que mantiene el agua de la piscina limpia y cristalina, gracias a su acción antimicrobiana. Incluye un estabilizante que lo protege de la radiación solar y extiende su efectividad en el agua.

Apto para todo tipo de piscinas ya que no altera el color del fondo.

Aplicación directa en el agua, distribuyéndolo uniformemente sobre la superficie.

Dosificación recomendada:
- Temporada cálida: 80 gramos diarios cada 40.000 litros de agua.
- Temporada fría: 80 gramos semanales cada 40.000 litros de agua.

SKU NC406B

Las especificaciones pueden cambiar sin previo aviso.
Las imágenes son ilustrativas.","Cloro Granulado Instantáneo 10Kg Nataclor

Cloro sólido de disolución rápida que mantiene el agua de la piscina limpia y cristalina, gracias a su acción antimicrobiana. Incluye un estabilizante que lo protege de la radiación solar y extiende su efectividad en el agua.

Apto para todo tipo de piscinas ya que no altera el color del fondo.

Aplicación directa en el agua, distribuyéndolo uniformemente sobre la superficie.

Dosificación recomendada:
- Temporada cálida: 80 gramos diarios cada 40.000 litros de agua.
- Temporada fría: 80 gramos semanales cada 40.000 litros de agua.

Además, podés pagarlo en 12 cuotas sin interés y lo enviamos con envío gratis a todo el país.

SKU NC406B

Las especificaciones pueden cambiar sin previo aviso.
Las imágenes son ilustrativas.",,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:49:05,,,,
ELGRAMUG,Netkel-ATY,Netkel,805910730,MLA23351700,https://www.mercadolibre.com.ar/p/MLA23351700,POOL_CHLORINE,image,ADD,,,,https://drive.google.com/file/d/1xc0YxxJIYxVHvyukCRanTu_q7c8oiVf2/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:49:05,,,,
ELGRAMUG,Netkel-ATY,Netkel,805910731,MLA23351700,https://www.mercadolibre.com.ar/p/MLA23351700,POOL_CHLORINE,image,ADD,,,,https://drive.google.com/file/d/1oQ4ZLrRGTCty6KLHMB-VUCy3I014Iscq/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:49:05,,,,
ELGRAMUG,Netkel-ATY,Netkel,805910732,MLA23351700,https://www.mercadolibre.com.ar/p/MLA23351700,POOL_CHLORINE,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_685735-MLA99993466551_112025-F.jpg,RECHAZO,APROBACION,NO,E-ICN,,NO,,15/05/2026 10:49:06,OK,NOT OK,,ext_cecignol
,,,,,,,,,,,,,,,,,,,,,,,,
ELGRAMUG,Netkel-ATY,Netkel,805910733,MLA23351700,https://www.mercadolibre.com.ar/p/MLA23351700,POOL_CHLORINE,title,UPDATE,,Cloro Granulado Instantáneo 10 kg Nataclor 1 Unidad,Cloro Granulado Instantáneo 10 kg Nataclor 1 Unidad - También: 1 kg | Pack x2 1 kg | 5 kg,,RECHAZO,RECHAZO,SÍ,E-MUL,E-REL,NO,,15/05/2026 10:49:06,OK,NOT OK,,ext_cecignol
,,,,,,,,,,,,,,,,,,,,,,,,
ELGRAMUG,Netkel-ATY,Netkel,936855558,MLA23351700,https://www.mercadolibre.com.ar/p/MLA23351700,POOL_CHLORINE,image,ADD,,,,https://drive.google.com/file/d/141S-EpeseH_tBW5gl6UWwg7V3UT6NDVT/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DP,E-DP,SÍ,,15/05/2026 10:49:06,,,,
MASEINHA,Netkel-AND,Netkel,612246868,MLA30165128,https://www.mercadolibre.com.ar/p/MLA30165128,PENS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_826454-MLA99577766236_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_601347-MLU74219397721_012024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_637558-MLU74219397741_012024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_725611-MLU74219397755_012024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_797519-MLU74110178238_012024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_637944-MLU74110178252_012024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_746838-MLU74110207854_012024-F.jpg,https://http2.mlstatic.com/D_NQ_NP_797519-MLU74110178238_012024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_826454-MLA99577766236_122025-F.jpg | https://http2.mlstatic.com/D_NQ_NP_601347-MLU74219397721_012024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_637558-MLU74219397741_012024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_725611-MLU74219397755_012024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_637944-MLU74110178252_012024-F.jpg | https://http2.mlstatic.com/D_NQ_NP_746838-MLU74110207854_012024-F.jpg,,RECHAZO,RECHAZO,SÍ,E-FI,E-FI,SÍ,,15/05/2026 10:51:08,,,,
MASEINHA,Netkel-AND,Netkel,989516566,MLA30165128,https://www.mercadolibre.com.ar/p/MLA30165128,PENS,image,ADD,,,,https://drive.google.com/file/d/1Qn-U3Oir9D5AHIwWSKFSYTwDzE8pycJU/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:51:08,,,,
FRANCOF,Netkel-AZS,Netkel,814384353,MLA22871405,https://www.mercadolibre.com.ar/p/MLA22871405,WEBCAMS,image,ADD,,,,https://drive.google.com/file/d/15wWd4Rmfy7H5DMRHIyy9QkUzNCXIRPqe/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:52:14,,,,
FRANCOF,Netkel-AZS,Netkel,814384354,MLA22871405,https://www.mercadolibre.com.ar/p/MLA22871405,WEBCAMS,image,DELETE,,,,https://http2.mlstatic.com/D_NQ_NP_891405-MLA106530948668_022026-F.jpg,RECHAZO,RECHAZO,SÍ,E-ICN,E-REL,NO,,15/05/2026 10:52:15,OK,NOT OK,,ext_vitofalo
FRANCOF,Netkel-AZS,Netkel,814384355,MLA22871405,https://www.mercadolibre.com.ar/p/MLA22871405,WEBCAMS,title,UPDATE,,Webcam PC Camera USB 1080p Negro con Micrófono,Webcam PC Camera USB 1080p Black with Microphone,,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,,15/05/2026 10:52:15,,,,
FRANCOF,Netkel-AZS,Netkel,814384356,MLA22871405,https://www.mercadolibre.com.ar/p/MLA22871405,WEBCAMS,description,UPDATE,,Ya no tiene que preocuparse si su PC no tiene cámara. Este dispositivo de cámara para PC proporciona la calidad de imagen y las funciones que necesita para comunicarse de manera fácil y efectiva en la virtualidad.,You no longer have to worry if your PC doesn’t have a camera. This PC camera device provides the image quality and features you need to communicate easily and effectively in virtual settings.,,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,,15/05/2026 10:52:15,,,,
FLMONTEN,Netkel-AED,Netkel,721132087,MLA32057977,https://www.mercadolibre.com.ar/p/MLA32057977,PAINT_TONERS,image,ADD,,,,https://drive.google.com/file/d/15x3k9sUgWF1TbrMqK0xS7OHkkm3OTTjy/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-IPDP,NO,,15/05/2026 10:52:58,OK,NOT OK,,ext_joatenci
FLMONTEN,Netkel-AED,Netkel,721132088,MLA32057977,https://www.mercadolibre.com.ar/p/MLA32057977,PAINT_TONERS,attribute,ADD,IS_SUITABLE_FOR_WOOD,,Sí,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:52:58,,,,
FLMONTEN,Netkel-AED,Netkel,721132089,MLA32057977,https://www.mercadolibre.com.ar/p/MLA32057977,PAINT_TONERS,description,UPDATE,,"FORESTA TINTA UNIVERSAL PARA MADERAS 60 CC
Foresta Tinta Universal es adecuada para entintar impregnantes, barnices, lacas, protectores, stains, lasur y poliuretanos o para teñir directamente la madera, tanto en interiores como exteriores. Compatible con productos de base agua y de base solvente. Mantiene su coloración. Incorpora pigmentos de alta resistencia a la radiación UV.

COLORES DISPONIBLES:
Petiribí - Viraró - Roble Claro - Roble Oscuro - Caoba - Cedro - Algarrobo - Nogal - Wengue.","FORESTA TINTA UNIVERSAL PARA MADERAS 60 CC
Foresta Tinta Universal es adecuada para entintar impregnantes, barnices, lacas, protectores, stains, lasur y poliuretanos o para teñir directamente la madera, tanto en interiores como exteriores. Compatible con productos de base agua y de base solvente. Mantiene su coloración. Incorpora pigmentos de alta resistencia a la radiación UV.

Ideal para usar con barniz.

COLORES DISPONIBLES:
Petiribí - Viraró - Roble Claro - Roble Oscuro - Caoba - Cedro - Algarrobo - Nogal - Wengue.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:52:58,,,,
TOVULCAN,Netkel-BBK,Netkel,420351568,MLA44033885,https://www.mercadolibre.com.ar/p/MLA44033885,FANS,image,ADD,,,,https://drive.google.com/file/d/1L07-C-8EjwrbD6SpHl5vjekkvwocMscQ/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:53:01,,,,
TOVULCAN,Netkel-BBK,Netkel,420351569,MLA44033885,https://www.mercadolibre.com.ar/p/MLA44033885,FANS,title,UPDATE,,Ventilador De Techo Retráctil Etheos 100w Luz Led Control,Ventilador De Techo Retráctil Etheoos 100w Lus Led Control,,RECHAZO,RECHAZO,SÍ,E-ORT,E-ORT,SÍ,,15/05/2026 10:53:02,,,,
TOVULCAN,Netkel-BBK,Netkel,420351570,MLA44033885,https://www.mercadolibre.com.ar/p/MLA44033885,FANS,attribute,ADD,ENERGY_EFFICIENCY_URUGUAY,,Claze A,,RECHAZO,RECHAZO,SÍ,E-ORT,E-ORT,SÍ,,15/05/2026 10:53:02,,,,
ELGRAMUG,Netkel-ATS,Netkel,472928235,MLA46715407,https://www.mercadolibre.com.ar/p/MLA46715407,BICYCLE_BELLS,image,ADD,,,,https://http2.mlstatic.com/D_995929-MLA108484847567_032026-O.jpg,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:53:53,,,,
ELGRAMUG,Netkel-ATS,Netkel,472928236,MLA46715407,https://www.mercadolibre.com.ar/p/MLA46715407,BICYCLE_BELLS,image,ADD,,,,https://http2.mlstatic.com/D_959342-MLA108484757525_032026-O.webp,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:53:53,,,,
ELGRAMUG,Netkel-ATS,Netkel,472928237,MLA46715407,https://www.mercadolibre.com.ar/p/MLA46715407,BICYCLE_BELLS,image,REORDER,,https://http2.mlstatic.com/D_NQ_NP_668000-MLA99601159438_122025-F.jpg,https://http2.mlstatic.com/D_995929-MLA108484847567_032026-O.jpg | https://http2.mlstatic.com/D_NQ_NP_668000-MLA99601159438_122025-F.jpg,,RECHAZO,APROBACION,NO,E-FI,,NO,,15/05/2026 10:53:54,NOT OK,OK,,ext_joatenci
ELGRAMUG,Netkel-ATS,Netkel,472928238,MLA46715407,https://www.mercadolibre.com.ar/p/MLA46715407,BICYCLE_BELLS,image,ADD,,,,https://drive.google.com/file/d/1kbGtyus5iIReiri-3yRwfYwSlyaTRCXJ/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:53:54,,,,
ELGRAMUG,Netkel-ATS,Netkel,472928239,MLA46715407,https://www.mercadolibre.com.ar/p/MLA46715407,BICYCLE_BELLS,description,UPDATE,,"ESPECIFICACIONES :

Añade un toque de elegancia y estilo vintage a tu bicicleta con el Timbre de Bicicleta Marca Van Halen, Modelo Flor Van027. Con su diseño único inspirado en una flor con pétalos de cristal brillante, este timbre no solo te proporcionará seguridad en la carretera, sino que también realzará la estética de tu bicicleta. Fabricado para durar, este timbre está diseñado para un fácil montaje en el manubrio estándar de 22,2 mm, lo que lo hace compatible con una amplia variedad de bicicletas. Con su funcionamiento a fricción, puedes emitir un sonido claro y distintivo simplemente girando el timbre. Con un diámetro de 5,5 cm, este timbre ofrece una presencia llamativa sin ocupar demasiado espacio en tu manubrio. Ya sea que estés paseando por la ciudad o explorando el campo, el Timbre de Bicicleta Marca Van Halen, Modelo Flor Van027, te acompañará con estilo y seguridad en cada viaje.

Características destacadas:

Diseño Elegante: Inspirado en una flor con pétalos de cristal brillante, este timbre añade un toque de estilo vintage a tu bicicleta.

Fácil Montaje: Diseñado para un montaje sencillo en el manubrio estándar de 22,2 mm, compatible con una amplia gama de bicicletas.

Funcionamiento a Fricción: Emite un sonido claro y distintivo girando el timbre, lo que proporciona una señal de advertencia efectiva a otros usuarios de la vía.

Universal: Adecuado para todo tipo de bicicletas, desde urbanas hasta de paseo, este timbre es un accesorio esencial para mejorar tu seguridad en la carretera.

Tamaño Compacto: Con un diámetro de 5,5 cm, ofrece una presencia llamativa sin ocupar demasiado espacio en el manubrio.

Añade un toque de encanto y distinción a tus paseos en bicicleta con el Timbre de Bicicleta Marca Van Halen, Modelo Flor Van027.","ESPECIFICACIONES :

Añade un toque de elegancia y estilo vintage a tu bicicleta con el Timbre de Bicicleta Marca Van Halen, Modelo Flor Van027. Con su diseño único inspirado en una flor con pétalos de cristal brillante, este timbre no solo te proporcionará seguridad en la carretera, sino que también realzará la estética de tu bicicleta. Fabricado para durar, este timbre está diseñado para un fácil montaje en el manubrio estándar de 22,2 mm, lo que lo hace compatible con una amplia variedad de bicicletas. Su color amarillo le da un look llamativo y fácil de combinar con distintos estilos de bici. Con su funcionamiento a fricción, puedes emitir un sonido claro y distintivo simplemente girando el timbre. Con un diámetro de 5,5 cm, este timbre ofrece una presencia llamativa sin ocupar demasiado espacio en tu manubrio. Ya sea que estés paseando por la ciudad o explorando el campo, el Timbre de Bicicleta Marca Van Halen, Modelo Flor Van027, te acompañará con estilo y seguridad en cada viaje.

Características destacadas:

Diseño Elegante: Inspirado en una flor con pétalos de cristal brillante, este timbre añade un toque de estilo vintage a tu bicicleta.

Fácil Montaje: Diseñado para un montaje sencillo en el manubrio estándar de 22,2 mm, compatible con una amplia gama de bicicletas.

Funcionamiento a Fricción: Emite un sonido claro y distintivo girando el timbre, lo que proporciona una señal de advertencia efectiva a otros usuarios de la vía.

Universal: Adecuado para todo tipo de bicicletas, desde urbanas hasta de paseo, este timbre es un accesorio esencial para mejorar tu seguridad en la carretera.

Tamaño Compacto: Con un diámetro de 5,5 cm, ofrece una presencia llamativa sin ocupar demasiado espacio en el manubrio.

Añade un toque de encanto y distinción a tus paseos en bicicleta con el Timbre de Bicicleta Marca Van Halen, Modelo Flor Van027.",,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:53:54,,,,
ELGRAMUG,Netkel-ATS,Netkel,472928240,MLA46715407,https://www.mercadolibre.com.ar/p/MLA46715407,BICYCLE_BELLS,main_features,ADD,,,Ancho: 35 cm,,APROBACION,APROBACION,SÍ,,,SÍ,,15/05/2026 10:53:54,,,,
DAMERCUR,Netkel-BET,Netkel,631078882,MLA18698315,https://www.mercadolibre.com.ar/p/MLA18698315,SNEAKERS,image,ADD,,,,https://drive.google.com/file/d/1paId78keRMTQZWVa4_VP7UpsvWOEJ55P/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-DC,E-DC,SÍ,,15/05/2026 10:54:23,,,,
DAMERCUR,Netkel-BET,Netkel,631078883,MLA18698315,https://www.mercadolibre.com.ar/p/MLA18698315,SNEAKERS,title,UPDATE,,Zapatillas Jaguar Con Plataforma #8010 Zapatilla Mujer Urbanas de Lona Altas Clasicas Con Puntera Jaguar Casuales Moda Verano,"Zapatillas Jaguar Con Plataforma #8010 Mujer Urbanas de Lona Altas Clásicas con Puntera, envío gratis",,RECHAZO,RECHAZO,SÍ,E-DV,E-DV,SÍ,,15/05/2026 10:54:24,,,,
JUAWAGNE,Netkel-AON,Netkel,834773724,MLA37968366,https://www.mercadolibre.com.ar/p/MLA37968366,LEAK_SEALANTS,image,ADD,,,,https://drive.google.com/file/d/1FEnwarYynvFuAH4iknDWZsBReM33R_1B/view?usp=drivesdk,RECHAZO,RECHAZO,SÍ,E-QR,E-QR,SÍ,,15/05/2026 10:54:42,,,,
JUAWAGNE,Netkel-AON,Netkel,834773725,MLA37968366,https://www.mercadolibre.com.ar/p/MLA37968366,LEAK_SEALANTS,title,UPDATE,,Plavicon Tapagoteras Transparente 5 Litros Impermeabilizante Techos,Plavicon Tapagoteras Transparent 5 Liters Roof Waterproofing,,RECHAZO,RECHAZO,SÍ,E-IDI,E-IDI,SÍ,,15/05/2026 10:54:42,,,,
